GO_term,category,bin_edge,with_term_hist,without_term_hist
ATP binding,molfunc,0.16,0.6593866949673234,1.0835506696788084
ATP binding,molfunc,0.17,0.881416522370554,1.2476590342366527
ATP binding,molfunc,0.18,1.0922750377031774,1.4332335209827842
ATP binding,molfunc,0.19,1.403954644472992,1.6639733987570848
ATP binding,molfunc,0.2,1.7516617326705055,1.9224880380103928
ATP binding,molfunc,0.21,2.2390102217505428,2.191721781191265
ATP binding,molfunc,0.22,2.6453666983187154,2.5528774234177227
ATP binding,molfunc,0.23,3.041110428419824,2.9175502716204242
ATP binding,molfunc,0.24,3.479863709992735,3.247804747055663
ATP binding,molfunc,0.25,3.794615427581966,3.6045220103121096
ATP binding,molfunc,0.26,4.112718538792377,3.8583191272639534
ATP binding,molfunc,0.27,4.408479025861584,4.092743697013358
ATP binding,molfunc,0.28,4.5690666368765225,4.303245683257757
ATP binding,molfunc,0.29,4.7304920962967065,4.437122825019836
ATP binding,molfunc,0.3,4.751438306429086,4.433940591041337
ATP binding,molfunc,0.31,4.673797687538397,4.4044351409073625
ATP binding,molfunc,0.32,4.672959839133102,4.26081589687775
ATP binding,molfunc,0.33,4.446461486901633,4.107733693912076
ATP binding,molfunc,0.34,4.171926492766572,3.8632320498974253
ATP binding,molfunc,0.35000000000000003,3.8222644249567286,3.617920890221598
ATP binding,molfunc,0.36,3.51868401943808,3.349050033371582
ATP binding,molfunc,0.37,3.2743115678936463,3.0489709520657837
ATP binding,molfunc,0.38,2.9207395408590715,2.771334994608344
ATP binding,molfunc,0.39,2.7037368038876144,2.490628460504985
ATP binding,molfunc,0.4,2.474445623638494,2.2725058613121
ATP binding,molfunc,0.41000000000000003,2.140144109925721,2.0361831169088656
ATP binding,molfunc,0.42,1.9373847958442703,1.7955615652013208
ATP binding,molfunc,0.43,1.6773725074009926,1.6261215630128372
ATP binding,molfunc,0.44,1.4321622074512639,1.450959122529685
ATP binding,molfunc,0.45,1.2838630397140132,1.290005077617198
ATP binding,molfunc,0.46,1.132771043959112,1.144292258601731
ATP binding,molfunc,0.47000000000000003,0.9984360163101204,1.015718840137131
ATP binding,molfunc,0.48,0.8627045746522921,0.8926445453020309
ATP binding,molfunc,0.49,0.7501536055409701,0.8106880631891169
ATP binding,molfunc,0.5,0.6079986594425509,0.7451172946321568
ATP binding,molfunc,0.51,0.5568899067195437,0.6527208519231156
ATP binding,molfunc,0.52,0.48846562028710233,0.5804506434114213
ATP binding,molfunc,0.53,0.4326090599340889,0.507063861573938
ATP binding,molfunc,0.54,0.3923923364799192,0.44668515898189687
ATP binding,molfunc,0.55,0.35999553147517144,0.41159684221897697
ATP binding,molfunc,0.56,0.31223817237334495,0.36718513818571874
ATP binding,molfunc,0.5700000000000001,0.28012065017036536,0.3277980141185148
ATP binding,molfunc,0.58,0.21839915098028242,0.28257679442405587
ATP binding,molfunc,0.59,0.19214656761436613,0.25912875458248646
ATP binding,molfunc,0.6,0.19884935485672775,0.22080237517477844
ATP binding,molfunc,0.61,0.18432664916494426,0.2031605166273119
ATP binding,molfunc,0.62,0.17008322627492584,0.18831009139431798
ATP binding,molfunc,0.63,0.13377646204546711,0.16745808453520805
ATP binding,molfunc,0.64,0.1304250684242863,0.14713645000584794
ATP binding,molfunc,0.65,0.1262358263978103,0.13622194574626026
ATP binding,molfunc,0.66,0.10528961626543028,0.12427461116031777
ATP binding,molfunc,0.67,0.08881193096129132,0.11760308553872839
ATP binding,molfunc,0.68,0.08015416410657425,0.10470666362586521
ATP binding,molfunc,0.6900000000000001,0.08238842652069478,0.09292681503879108
ATP binding,molfunc,0.7000000000000001,0.0664693068200867,0.08167733878146761
ATP binding,molfunc,0.71,0.054460146344188075,0.07578741448792964
ATP binding,molfunc,0.72,0.058649388370664086,0.06975791852866893
ATP binding,molfunc,0.73,0.057811539965368884,0.05730812594612138
ATP binding,molfunc,0.74,0.04691951069653127,0.05686149661580577
ATP binding,molfunc,0.75,0.03602748142769365,0.04977125599704551
ATP binding,molfunc,0.76,0.030162542590627242,0.04628196435395482
ATP binding,molfunc,0.77,0.030441825392392312,0.03980583906437851
ATP binding,molfunc,0.78,0.023180472546500568,0.034055486436565065
ATP binding,molfunc,0.79,0.017315533709434158,0.035283717094932984
ATP binding,molfunc,0.8,0.022063341339440296,0.031040738456934714
ATP binding,molfunc,0.81,0.015081271295313621,0.026044072824028857
